,NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006
0,210051185282,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3505708,Barueri,35,SP,1,1,1,1,519.8,568.7,550.0,482.8,0,1.0,540.0,G,E,D,B,4.0,O
1,210051684606,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,570.5,598.2,558.2,510.8,0,1.0,580.0,H,E,D,B,4.0,B
2,210054369325,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,569.5,589.8,559.2,722.2,0,1.0,880.0,E,D,B,D,5.0,H
3,210053533029,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,545.7,631.2,619.5,589.8,0,1.0,700.0,F,G,D,D,5.0,O
4,210051391672,2021,3,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,473.9,591.9,496.4,678.4,0,1.0,720.0,G,G,E,E,3.0,P
5,210052074481,2021,3,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,447.1,467.0,449.9,396.3,0,1.0,560.0,F,E,F,C,3.0,H
6,210054393189,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,614.1,584.2,552.2,676.7,0,1.0,680.0,F,F,C,B,4.0,I
7,210051500578,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,468.4,527.2,473.5,526.0,0,1.0,680.0,F,G,D,D,3.0,L
8,210052171449,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,562.2,590.1,587.8,648.0,0,1.0,620.0,F,F,D,D,5.0,F
9,210053945360,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,509.8,549.7,551.2,547.6,0,1.0,560.0,F,G,D,D,4.0,O
10,210052297401,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,553.2,540.5,537.4,625.8,0,1.0,700.0,G,E,E,B,5.0,H
11,210052039161,2021,13,F,2,3,2,0,2,,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,467.7,572.2,490.3,507.7,1,1.0,580.0,B,B,C,B,3.0,E
12,210051196927,2021,2,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,409.8,552.4,569.7,482.5,1,1.0,720.0,B,C,C,C,5.0,H
13,210052728541,2021,2,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,501.8,538.4,569.7,686.3,0,1.0,660.0,E,E,C,B,4.0,G
14,210053925008,2021,3,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,0,0,0,0,,,,,0,,,H,F,E,E,4.0,Q
15,210052330868,2021,3,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,560.5,578.8,558.8,602.0,0,1.0,900.0,H,E,C,B,3.0,E
16,210052581234,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,481.7,586.8,564.7,563.6,1,1.0,720.0,E,E,C,C,7.0,E
17,210052704768,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,4108403,Francisco Beltrão,41,PR,1,1,1,1,492.1,609.0,539.7,588.3,1,1.0,780.0,G,F,E,D,4.0,F
18,210053962661,2021,2,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,557.8,646.4,573.7,611.6,0,1.0,680.0,B,E,C,F,3.0,A
19,210052471364,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3505708,Barueri,35,SP,1,1,1,1,576.5,662.1,605.2,698.5,0,1.0,840.0,E,D,D,D,4.0,I
20,210051560914,2021,2,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,411.1,522.4,520.7,540.8,0,1.0,700.0,E,E,D,B,2.0,C
21,210051193334,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,441.1,538.7,545.8,394.4,1,1.0,820.0,F,F,D,D,4.0,J
22,210052261987,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,479.9,510.4,392.0,571.3,0,1.0,740.0,E,E,E,D,4.0,H
23,210053794555,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,496.4,549.9,566.5,381.5,0,1.0,760.0,F,E,D,D,4.0,I
24,210052622577,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,546.9,549.5,547.6,584.7,0,1.0,360.0,C,D,C,B,5.0,C
25,210051375849,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,443.9,403.3,458.0,585.0,1,1.0,580.0,F,F,E,D,3.0,H
26,210054396926,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,475.4,644.0,510.7,594.6,0,1.0,740.0,E,E,D,B,3.0,I
27,210053960491,2021,2,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,0,1,1,0,,486.9,534.2,,0,1.0,540.0,E,B,B,B,3.0,F
28,210053960350,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,510.0,488.2,546.1,656.5,0,1.0,640.0,G,F,E,D,4.0,Q
29,210052776146,2021,2,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,455.1,584.0,519.9,385.8,0,1.0,560.0,B,E,D,F,5.0,C
30,210053918554,2021,2,F,1,3,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,421.9,565.1,522.5,564.3,0,1.0,840.0,E,F,D,D,3.0,H
31,210051996668,2021,2,F,1,4,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,586.3,603.1,614.7,577.5,0,1.0,760.0,E,E,C,D,3.0,I
32,210051529016,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3556453,Vargem Grande Paulista,35,SP,1,1,1,1,518.8,598.2,518.5,556.7,1,1.0,660.0,E,E,B,B,2.0,G
33,210052124210,2021,3,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,563.8,623.2,614.2,707.1,0,1.0,940.0,E,F,C,D,3.0,K
34,210051806726,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,559.3,553.0,523.1,601.5,1,1.0,900.0,D,D,C,C,4.0,D
35,210052342206,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,447.0,504.2,578.4,569.5,0,1.0,700.0,F,G,E,D,4.0,N
36,210052641889,2021,3,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,402.9,480.6,509.6,430.7,0,1.0,820.0,E,F,C,D,2.0,D
37,210052592244,2021,2,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,543.9,563.6,522.1,564.3,0,1.0,540.0,G,E,F,F,3.0,O
38,210052003204,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,471.7,444.4,537.5,485.0,1,1.0,560.0,D,D,D,A,4.0,C
39,210052890748,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3556453,Vargem Grande Paulista,35,SP,1,1,1,1,589.7,609.8,549.6,533.0,1,1.0,800.0,F,E,B,B,3.0,H
40,210052114412,2021,3,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,433.8,539.9,508.1,529.1,0,1.0,680.0,E,C,C,B,6.0,D
41,210052171194,2021,2,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,567.4,577.8,606.6,578.3,0,1.0,840.0,F,E,F,D,4.0,E
42,210052563422,2021,3,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,547.5,567.5,525.4,608.1,0,1.0,700.0,E,F,D,D,4.0,D
43,210053959107,2021,2,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,435.5,549.3,388.1,637.4,0,1.0,860.0,G,F,D,E,4.0,F
44,210052729017,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,702.6,696.9,638.0,829.1,0,1.0,920.0,H,G,E,E,3.0,Q
45,210052569082,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,428.6,505.5,463.2,412.4,0,1.0,580.0,E,E,B,D,4.0,F
46,210051030872,2021,3,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3552205,Sorocaba,35,SP,1,1,1,1,610.5,631.7,569.7,713.7,0,1.0,760.0,F,E,B,B,3.0,E
47,210054390345,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,442.3,497.2,522.1,494.8,0,1.0,640.0,B,B,B,B,4.0,G
48,210053058903,2021,2,M,1,1,2,0,3,,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,512.1,415.2,447.8,612.5,0,1.0,600.0,G,G,D,D,3.0,O
49,210051760433,2021,2,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,523.4,655.5,566.5,693.9,0,1.0,660.0,F,F,E,D,3.0,G
50,210053538376,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,518.0,550.6,556.2,653.8,0,1.0,580.0,G,E,E,B,5.0,O
51,210053486677,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,508.7,485.0,535.9,646.9,0,1.0,740.0,F,G,E,D,3.0,Q
52,210053960977,2021,3,F,1,4,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,474.7,418.5,511.7,452.8,1,1.0,720.0,E,E,B,B,3.0,D
53,210052229680,2021,2,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,372.6,526.9,516.6,520.8,0,1.0,560.0,E,F,C,D,4.0,C
54,210051398431,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,393.3,391.1,390.7,566.8,0,1.0,660.0,E,E,B,C,3.0,F
55,210051933064,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,614.3,600.3,602.1,751.1,0,1.0,580.0,G,G,E,D,4.0,Q
56,210051902554,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,465.4,424.4,335.4,480.5,1,1.0,500.0,A,C,C,B,7.0,C
57,210052078171,2021,3,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,1,1,1,1,422.8,516.3,545.8,488.2,0,1.0,660.0,F,F,F,F,3.0,D
58,210051662054,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,611.4,589.6,598.9,746.5,0,1.0,900.0,F,F,E,D,3.0,O
59,210053156412,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,498.9,519.3,459.7,509.6,0,1.0,820.0,D,E,D,D,2.0,C
60,210051500537,2021,2,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,443.4,543.4,459.8,573.9,0,1.0,740.0,E,E,C,B,3.0,B
61,210054403185,2021,3,F,1,5,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,405.9,365.7,432.2,459.7,1,1.0,440.0,E,D,C,D,3.0,C
62,210054366797,2021,3,M,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,480.5,490.5,565.3,384.2,0,1.0,600.0,E,D,B,D,3.0,G
63,210054392228,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,509.0,505.3,521.7,669.4,0,1.0,840.0,E,G,D,E,3.0,Q
64,210053165284,2021,3,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,408.2,553.7,358.4,613.6,0,1.0,720.0,B,B,D,D,3.0,I
65,210052943149,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,754.5,749.6,661.5,831.7,0,1.0,900.0,G,G,E,D,5.0,Q
66,210053957707,2021,4,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,0,0,0,0,,,,,0,,,H,D,F,F,4.0,C
67,210053959635,2021,3,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,529.2,562.1,457.5,448.8,0,1.0,720.0,E,C,C,B,3.0,C
68,210053968781,2021,2,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,468.5,449.6,486.4,632.2,0,1.0,640.0,D,B,B,B,4.0,F
69,210053914831,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,439.7,454.3,531.0,643.1,0,1.0,560.0,E,G,D,D,3.0,E
70,210051060425,2021,3,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,612.9,641.9,671.4,738.2,0,1.0,640.0,F,F,D,E,4.0,M
71,210053915544,2021,3,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3505708,Barueri,35,SP,1,1,1,1,532.8,544.3,468.7,580.2,1,1.0,500.0,E,F,C,D,4.0,G
72,210054400124,2021,2,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,0,0,0,0,,,,,1,,,B,C,B,B,4.0,B
73,210052601472,2021,3,F,0,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,509.4,550.2,517.3,492.9,1,1.0,660.0,H,H,C,B,3.0,C
74,210053538729,2021,3,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,545.2,613.6,531.5,718.8,0,1.0,620.0,E,E,B,B,4.0,D
75,210051990043,2021,3,F,3,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,0,1,1,0,,521.3,539.2,,0,1.0,620.0,E,F,C,E,3.0,F
76,210054394991,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,537.0,592.1,591.6,633.3,0,1.0,620.0,E,G,E,D,2.0,M
77,210051377667,2021,3,M,1,3,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,392.1,437.4,347.5,616.1,0,1.0,740.0,E,E,C,F,5.0,G
78,210053012265,2021,3,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,369.7,526.6,487.1,418.3,1,1.0,600.0,E,F,F,D,3.0,C
79,210052514762,2021,3,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,461.0,437.9,496.8,630.4,0,1.0,520.0,B,B,F,B,2.0,C
80,210051564578,2021,2,F,1,4,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,0,0,0,0,,,,,1,,,B,E,C,B,5.0,D
81,210051629574,2021,3,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,0,0,0,0,,,,,0,,,B,E,D,B,4.0,H
82,210053531274,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,530.5,593.3,541.8,645.6,0,1.0,900.0,F,E,E,B,2.0,H
83,210051960117,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,677.4,694.1,672.9,820.3,0,1.0,840.0,F,F,E,E,5.0,Q
84,210051290792,2021,3,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,424.1,548.4,523.4,543.2,0,1.0,840.0,F,G,D,E,2.0,E
85,210051556058,2021,3,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,2905206,Caetité,29,BA,1,1,1,1,416.0,570.8,539.6,612.4,0,1.0,820.0,C,F,D,B,4.0,F
86,210053967643,2021,3,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,0,1,1,0,,590.0,569.6,,0,1.0,680.0,E,F,B,F,2.0,B
87,210051770722,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,480.6,527.8,472.1,428.7,1,1.0,440.0,C,F,D,E,5.0,H
88,210054398485,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,542.5,604.3,548.9,647.1,0,1.0,580.0,G,F,E,E,5.0,Q
89,210051520484,2021,2,F,1,0,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,562.3,658.5,601.1,714.7,1,1.0,740.0,F,E,D,B,3.0,G
90,210052174849,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,564.0,453.4,466.2,635.5,0,1.0,620.0,E,G,D,D,4.0,N
91,210054401244,2021,3,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,475.7,563.7,516.9,418.7,1,1.0,640.0,D,E,C,F,4.0,B
92,210052095476,2021,3,F,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,528.7,535.6,504.9,586.2,1,1.0,560.0,E,E,C,D,4.0,B
93,210052346159,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,615.1,626.2,592.2,705.7,0,1.0,600.0,E,F,D,D,4.0,H
94,210051335247,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,517.2,556.1,509.5,557.3,0,1.0,660.0,F,F,C,D,4.0,E
95,210052517196,2021,2,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3534401,Osasco,35,SP,0,0,0,0,,,,,0,,,D,D,C,C,5.0,B
96,210052089816,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,625.0,664.4,585.1,706.9,0,1.0,880.0,E,G,D,E,5.0,L
97,210053958679,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,557.8,591.5,563.1,474.2,0,1.0,620.0,G,E,E,D,7.0,J
98,210051425702,2021,2,M,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,515.0,553.0,583.5,392.2,0,1.0,620.0,E,G,C,E,2.0,G
99,210052664536,2021,3,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,624.9,616.7,612.0,567.8,0,1.0,720.0,F,F,E,D,6.0,K
100,210054186236,2021,3,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,424.9,492.3,499.9,397.8,1,1.0,440.0,E,E,D,D,4.0,D
101,210053483361,2021,2,F,1,3,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,674.6,684.4,606.8,769.0,0,1.0,940.0,F,F,D,D,3.0,P
102,210052233571,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3505708,Barueri,35,SP,1,1,1,1,540.3,667.2,601.7,753.8,0,1.0,840.0,G,E,D,D,3.0,M
103,210052748162,2021,3,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,574.7,642.0,598.9,618.8,0,1.0,920.0,E,D,B,B,3.0,C
104,210054342845,2021,4,M,1,3,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3522505,Itapevi,35,SP,0,0,0,0,,,,,0,,,H,H,F,F,5.0,B
105,210052051752,2021,3,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,508.7,610.3,506.8,495.1,0,1.0,700.0,D,E,D,D,3.0,B
106,210053029435,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,0,0,1,507.9,,,570.8,1,,,E,F,C,B,5.0,E
107,210052283422,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,430.0,520.7,530.5,634.6,0,1.0,480.0,E,E,D,B,6.0,H
108,210052705089,2021,2,F,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3522505,Itapevi,35,SP,1,1,1,1,419.5,525.4,481.4,545.4,0,1.0,540.0,H,F,B,B,5.0,C
109,210051031697,2021,2,F,1,2,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,486.2,595.5,525.8,475.4,1,1.0,640.0,D,D,F,F,4.0,C
110,210052516313,2021,2,M,1,1,2,0,2,1.0,0,3513009.0,Cotia,35.0,SP,2.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,638.7,667.5,658.2,778.3,0,1.0,920.0,E,E,D,D,4.0,H
111,210053928031,2021,2,F,1,1,2,0,3,1.0,0,3513009.0,Cotia,35.0,SP,4.0,1.0,1.0,3513009,Cotia,35,SP,1,1,1,1,562.7,481.7,621.3,686.6,0,1.0,840.0,G,G,E,E,4.0,P
